ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4
10153,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Flame Charge,Protect,Collision Course,Dragon Claw
10154,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Throat Chop,Protect
10154,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Protect
10154,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Parting Shot,Fake Out
10154,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
10154,Rayquaza,Clear Amulet,Air Lock,Normal,Extreme Speed,Dragon Ascent,Swords Dance,Protect
10154,Rillaboom,Assault Vest,Grassy Surge,Fire,High Horsepower,Wood Hammer,Fake Out,Grassy Glide
10155,Landorus,Life Orb,Sheer Force,Poison,Protect,Sandsear Storm,Earth Power,Sludge Bomb
10155,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
10155,Walking Wake,Booster Energy,Protosynthesis,Steel,Hydro Steam,Protect,Hurricane,Draco Meteor
10155,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Rain Dance,Tailwind,Taunt
10155,Kyogre,Choice Specs,Drizzle,Ghost,Origin Pulse,Ice Beam,Water Spout,Thunder
10155,Archaludon,Assault Vest,Stamina,Flying,Electro Shot,Flash Cannon,Body Press,Draco Meteor
10156,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Parting Shot,Fake Out
10156,Comfey,Mental Herb,Triage,Steel,Draining Kiss,Floral Healing,Trick Room,Protect
10156,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Taunt,Follow Me,Spiky Shield
10156,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect
10156,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,U-turn,Grassy Glide,Fake Out
10156,Terapagos,Covert Cloak,Tera Shift,"Stellar
- Tera Starstorm",Earth Power,Calm Mind,Protect,
10157,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Fake Out,Will-O-Wisp,Parting Shot
10157,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect
10157,Raging Bolt,Assault Vest,Protosynthesis,Water,Draco Meteor,Thunderbolt,Thunderclap,Snarl
10157,Calyrex-Shadow,Sitrus Berry,As One (Spectrier),Fairy,Astral Barrage,Draining Kiss,Calm Mind,Protect
10157,Pelipper,Focus Sash,Drizzle,Ghost,Weather Ball,Hurricane,Wide Guard,Tailwind
10157,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Grass,Surging Strikes,Aqua Jet,Close Combat,Protect
10158,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Taunt,Knock Off,Parting Shot
10158,Rillaboom,Assault Vest,Grassy Surge,Fire,U-turn,Wood Hammer,Grassy Glide,Fake Out
10158,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Protect
10158,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Taunt,Rain Dance,Tailwind
10158,Terapagos,Clear Amulet,Tera Shift,"Stellar
- Tera Starstorm",Earth Power,Calm Mind,Protect,
10158,Clefairy,Eviolite,Friend Guard,Grass,Follow Me,Heal Pulse,Moonblast,Protect
10159,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Fake Out,Grassy Glide,U-turn
10159,Amoonguss,Sitrus Berry,Regenerator,Dark,Spore,Sludge Bomb,Rage Powder,Protect
10159,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Fake Out,Will-O-Wisp,Parting Shot
10159,Urshifu-Rapid-Strike,Splash Plate,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Detect
10159,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Calm Mind,Dragon Pulse,Protect
10159,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Astral Barrage,Psyshock,Nasty Plot,Protect
10160,Rillaboom,Assault Vest,Grassy Surge,Poison,U-turn,Wood Hammer,Grassy Glide,Fake Out
10160,Zamazenta,Rusted Shield,Dauntless Shield,Water,Behemoth Bash,Iron Defense,Body Press,Protect
10160,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn
10160,Pelipper,Focus Sash,Drizzle,Ground,Hurricane,Tailwind,Weather Ball,Wide Guard
10160,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot
10160,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Calm Mind,Protect,Dragon Pulse
10161,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Wide Guard,Protect
10161,Kingambit,Assault Vest,Defiant,Grass,Kowtow Cleave,Iron Head,Sucker Punch,Low Kick
10161,Araquanid,Rocky Helmet,Water Bubble,Water,Liquidation,Leech Life,Wide Guard,Protect
10161,Incineroar,Sitrus Berry,Intimidate,Ghost,Flare Blitz,Knock Off,Taunt,Fake Out
10161,Calyrex-Ice,Clear Amulet,As One (Glastrier),Grass,Glacial Lance,High Horsepower,Trick Room,Protect
10161,Indeedee-F,Safety Goggles,Psychic Surge,Fairy,Dazzling Gleam,Follow Me,Helping Hand,Trick Room
10162,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Perish Song
10162,Raging Bolt,Leftovers,Protosynthesis,Water,Dragon Pulse,Thunderclap,Calm Mind,Protect
10162,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out
10162,Groudon,Clear Amulet,Drought,Fire,Precipice Blades,Heat Crash,Swords Dance,Protect
10162,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Fake Out,Parting Shot
10162,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Weather Ball,Protect
10163,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Spore,Clear Smog,Protect
10163,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Taunt,Sunny Day,Tailwind
10163,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderclap,Dragon Pulse,Thunderbolt,Snarl
10163,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Flame Charge,Protect
10163,Chi-Yu,Life Orb,Beads of Ruin,Ghost,Overheat,Heat Wave,Snarl,Protect
10163,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind
10164,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Fake Out,Parting Shot
10164,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Coaching
10164,Calyrex-Ice,Clear Amulet,As One (Glastrier),Fire,Protect,Glacial Lance,Close Combat,Trick Room
10164,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderbolt,Draco Meteor,Thunderclap,Volt Switch
10164,Amoonguss,Focus Sash,Regenerator,Water,Clear Smog,Pollen Puff,Spore,Rage Powder
10164,Farigiraf,Safety Goggles,Armor Tail,Dragon,Psychic,Uproar,Trick Room,Helping Hand
10165,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Fire,Surging Strikes,Close Combat,Aqua Jet,Detect
10165,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sucker Punch,Sacred Sword,Protect
10165,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Will-O-Wisp,Parting Shot,Fake Out
10165,Farigiraf,Sitrus Berry,Armor Tail,Water,Psychic,Shadow Ball,Trick Room,Helping Hand
10165,Amoonguss,Rocky Helmet,Regenerator,Water,Sludge Bomb,Pollen Puff,Rage Powder,Spore
10165,Rayquaza,Clear Amulet,Air Lock,Normal,Dragon Ascent,Extreme Speed,Swords Dance,Protect
10166,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Shadow Ball,Trick Room,Protect
10166,Metagross,Assault Vest,Clear Body,Normal,Meteor Mash,Bullet Punch,Psychic Fangs,Explosion
10166,Tornadus,Sharp Beak,Prankster,Poison,Hurricane,Tailwind,Rain Dance,Protect
10166,Kyogre,Choice Scarf,Drizzle,Water,Water Spout,Ice Beam,Thunder,Hydro Pump
10166,Regidrago,Dragon Fang,Dragon's Maw,Dragon,Dragon Energy,Draco Meteor,Earth Power,Protect
10166,Tsareena,Wide Lens,Queenly Majesty,Ice,Triple Axel,Taunt,Helping Hand,Power Whip
10167,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Calm Mind,Protect,Dragon Pulse
10167,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Spore,Rage Powder,Sludge Bomb
10167,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
10167,Incineroar,Safety Goggles,Intimidate,Ghost,Taunt,Knock Off,Parting Shot,Fake Out
10167,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,Fake Out,U-turn
10167,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Astral Barrage,Psyshock,Nasty Plot,Protect
10168,Urshifu,Focus Sash,Unseen Fist,Dark,Close Combat,Wicked Blow,Sucker Punch,Detect
10168,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Icy Wind,Protect
10168,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect
10168,Miraidon,Choice Specs,Hadron Engine,Fairy,Dazzling Gleam,Draco Meteor,Electro Drift,Volt Switch
10168,Incineroar,Assault Vest,Intimidate,Ghost,Flare Blitz,Knock Off,U-turn,Fake Out
10168,Farigiraf,Sitrus Berry,Armor Tail,Water,Helping Hand,Trick Room,Foul Play,Psychic
10169,Amoonguss,Rocky Helmet,Regenerator,Water,Sludge Bomb,Spore,Rage Powder,Protect
10169,Walking Wake,Life Orb,Protosynthesis,Fire,Hydro Steam,Draco Meteor,Flamethrower,Protect
10169,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Shadow Ball,Moonblast,Dazzling Gleam,Icy Wind
10169,Incineroar,Assault Vest,Intimidate,Grass,Flare Blitz,Knock Off,U-turn,Fake Out
10169,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Flame Charge,Protect
10169,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Helping Hand,Trick Room
10170,Amoonguss,Rocky Helmet,Regenerator,Dark,Pollen Puff,Rage Powder,Spore,Protect
10170,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Foul Play,Dazzling Gleam,Protect,Trick Room
10170,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Glacial Lance,High Horsepower,Protect,Trick Room
10170,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn
10170,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Hyper Voice,Blood Moon,Earth Power,Protect
10170,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out
10171,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot
10171,Landorus,Life Orb,Sheer Force,Water,Sandsear Storm,Earth Power,Sludge Bomb,Protect
10171,Calyrex-Shadow,Focus Sash,As One (Spectrier),Fairy,Astral Barrage,Psychic,Draining Kiss,Protect
10171,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Grass,Surging Strikes,Close Combat,Aqua Jet,Protect
10171,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Taunt,Rain Dance,Tailwind
10171,Amoonguss,Mental Herb,Regenerator,Fire,Pollen Puff,Spore,Rage Powder,Protect
10172,Alcremie,Mental Herb,Sweet Veil,Grass,Dazzling Gleam,Decorate,Helping Hand,Protect
10172,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Rain Dance,Protect
10172,Indeedee-F,Rocky Helmet,Psychic Surge,Water,Dazzling Gleam,Follow Me,Trick Room,Imprison
10172,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Astral Barrage,Expanding Force,Trick Room,Protect
10172,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Burning Jealousy,Dark Pulse,Overheat,Snarl
10172,Urshifu-Rapid-Strike,Choice Band,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Poison Jab
10173,Calyrex-Ice,Clear Amulet,As One (Glastrier),Grass,Glacial Lance,High Horsepower,Trick Room,Protect
10173,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Knock Off,Taunt
10173,Amoonguss,Rocky Helmet,Regenerator,Dark,Spore,Rage Powder,Pollen Puff,Protect
10173,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Protect,Wide Guard
10173,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Aqua Jet,Surging Strikes,Close Combat,U-turn
10173,Gholdengo,Leftovers,Good as Gold,Normal,Make It Rain,Shadow Ball,Nasty Plot,Protect
10174,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Glacial Lance,High Horsepower,Trick Room,Protect
10174,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Ivy Cudgel,Follow Me,Spiky Shield,Wood Hammer
10174,Regieleki,Covert Cloak,Transistor,Electric,Thunderbolt,Electroweb,Volt Switch,Eerie Impulse
10174,Amoonguss,Sitrus Berry,Regenerator,Water,Rage Powder,Pollen Puff,Spore,Clear Smog
10174,Gallade,Life Orb,Sharpness,Grass,Wide Guard,Psycho Cut,Sacred Sword,Trick Room
10174,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Will-O-Wisp,Parting Shot,Knock Off
10175,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Draco Meteor,Snarl,Thunderbolt
10175,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Grass,Surging Strikes,Aqua Jet,Close Combat,U-turn
10175,Incineroar,Safety Goggles,Intimidate,Ghost,Taunt,Parting Shot,Knock Off,Fake Out
10175,Amoonguss,Sitrus Berry,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect
10175,Zamazenta,Rusted Shield,Dauntless Shield,Water,Heavy Slam,Body Press,Iron Defense,Protect
10175,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Wide Guard,Protect
10176,Amoonguss,Sitrus Berry,Regenerator,Dark,Sludge Bomb,Rage Powder,Spore,Protect
10176,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Astral Barrage,Psyshock,Nasty Plot,Protect
10176,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Parting Shot,Will-O-Wisp,Fake Out
10176,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
10176,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out
10176,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Protect
10177,Meowscarada,Focus Sash,Overgrow,Stellar,Flower Trick,Knock Off,Sucker Punch,Protect
10177,Tinkaton,Assault Vest,Mold Breaker,Ground,Play Rough,Gigaton Hammer,Fake Out,Tera Blast
10177,Iron Moth,Booster Energy,Quark Drive,Grass,Protect,Sludge Wave,Energy Ball,Overheat
10177,Sylveon,Fairy Feather,Pixilate,Fire,Hyper Voice,Protect,Quick Attack,Tera Blast
10177,Terapagos,Choice Specs,Tera Shift,"Stellar
- Tera Starstorm",Earth Power,Ice Beam,Flamethrower,
10177,Zapdos-Galar,Choice Scarf,Defiant,Steel,Close Combat,Brave Bird,Knock Off,Thunderous Kick
10178,Rayquaza,Clear Amulet,Air Lock,Normal,Protect,Dragon Ascent,Extreme Speed,Swords Dance
10178,Gholdengo,Metal Coat,Good as Gold,Water,Protect,Make It Rain,Shadow Ball,Nasty Plot
10178,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet
10178,Incineroar,Safety Goggles,Intimidate,Ghost,Parting Shot,Fake Out,Knock Off,Taunt
10178,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Draco Meteor,Electroweb,Snarl
10178,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Sludge Bomb,Pollen Puff,Spore
10179,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet
10179,Calyrex-Ice,Clear Amulet,As One (Glastrier),Fire,Glacial Lance,High Horsepower,Trick Room,Protect
10179,Pelipper,Focus Sash,Drizzle,Steel,Hurricane,Tailwind,Wide Guard,Weather Ball
10179,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect
10179,Gholdengo,Metal Coat,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect
10179,Incineroar,Safety Goggles,Intimidate,Grass,Fake Out,Flare Blitz,Parting Shot,Will-O-Wisp
10180,Regieleki,Choice Specs,Transistor,Electric,Thunderbolt,Electro Ball,Volt Switch,Electroweb
10180,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Hyper Voice,Earth Power,Blood Moon,Protect
10180,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Parting Shot,Fake Out,Knock Off
10180,Calyrex-Ice,Clear Amulet,As One (Glastrier),Grass,Glacial Lance,Close Combat,Trick Room,Protect
10180,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
10180,Farigiraf,Sitrus Berry,Armor Tail,Water,Hyper Voice,Foul Play,Trick Room,Helping Hand
10181,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Glacial Lance,High Horsepower,Protect,Trick Room
10181,Pelipper,Focus Sash,Drizzle,Ghost,Weather Ball,Hurricane,Tailwind,Wide Guard
10181,Ursaluna-Bloodmoon,Silk Scarf,Mind’s Eye,Normal,Hyper Voice,Blood Moon,Earth Power,Protect
10181,Landorus,Life Orb,Sheer Force,Poison,Protect,Grass Knot,Sludge Bomb,Sandsear Storm
10181,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psychic,Foul Play,Helping Hand,Trick Room
10181,Ogerpon,Expert Belt,Defiant,Grass,Ivy Cudgel,Stomping Tantrum,U-turn,Spiky Shield
10182,Ninetales-Alola,Light Clay,Snow Warning,Ghost,Protect,Aurora Veil,Blizzard,Moonblast
10182,Gholdengo,Choice Specs,Good as Gold,Steel,Make It Rain,Shadow Ball,Nasty Plot,Trick
10182,Calyrex-Ice,Clear Amulet,As One (Glastrier),Fire,Protect,Trick Room,Glacial Lance,High Horsepower
10182,Torkoal,Sitrus Berry,Drought,Grass,Protect,Eruption,Heat Wave,Earth Power
10182,Rillaboom,Miracle Seed,Grassy Surge,Grass,Grassy Glide,Wood Hammer,Fake Out,Protect
10182,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Icicle Crash,Sucker Punch,Sacred Sword
10183,Archaludon,Assault Vest,Stamina,Bug,Flash Cannon,Draco Meteor,Electro Shot,Body Press
10183,Tsareena,Loaded Dice,Queenly Majesty,Stellar,Bullet Seed,Triple Axel,Helping Hand,U-turn
10183,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect
10183,Tornadus,Covert Cloak,Prankster,Dark,Hurricane,Rain Dance,Icy Wind,Tailwind
10183,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Protect
10183,Kyogre,Mystic Water,Drizzle,Grass,Water Spout,Origin Pulse,Ice Beam,Protect
10184,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn
10184,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Snarl,Electroweb,Thunderclap,Dragon Pulse
10184,Zacian,Rusted Sword,Intrepid Sword,Fairy,Behemoth Blade,Swords Dance,Protect,Play Rough
10184,Pelipper,Focus Sash,Drizzle,Grass,Weather Ball,Hurricane,Wide Guard,Tailwind
10184,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot
10184,Rillaboom,Rocky Helmet,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out
10185,Iron Bundle,Booster Energy,Quark Drive,Ice,Icy Wind,Freeze-Dry,Protect,Hydro Pump
10185,Iron Boulder,Clear Amulet,Quark Drive,Fighting,Close Combat,Mighty Cleave,Swords Dance,Protect
10185,Smeargle,Focus Sash,Own Tempo,Ghost,Follow Me,Wide Guard,Fake Out,Knock Off
10185,Whimsicott,Covert Cloak,Prankster,Rock,Tailwind,Moonblast,Fake Tears,Taunt
10185,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Overheat,Dark Pulse,Heat Wave,Snarl
10185,Miraidon,Choice Specs,Hadron Engine,Fairy,Draco Meteor,Dazzling Gleam,Electro Drift,Volt Switch
10186,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Astral Barrage,Draining Kiss,Nasty Plot,Protect
10186,Amoonguss,Sitrus Berry,Regenerator,Water,Spore,Pollen Puff,Clear Smog,Rage Powder
10186,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Flare Blitz,Parting Shot,Fake Out
10186,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Fake Out,U-turn
10186,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Grass,Surging Strikes,Close Combat,Detect,Aqua Jet
10186,Tornadus,Covert Cloak,Prankster,Dragon,Bleakwind Storm,Tailwind,Rain Dance,Taunt
10187,Calyrex-Ice,Clear Amulet,As One (Glastrier),Grass,Glacial Lance,High Horsepower,Trick Room,Protect
10187,Raging Bolt,Assault Vest,Protosynthesis,Electric,Volt Switch,Electroweb,Thunderclap,Draco Meteor
10187,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Close Combat,Coaching,U-turn
10187,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Will-O-Wisp,Parting Shot,Fake Out
10187,Pelipper,Focus Sash,Drizzle,Ghost,Weather Ball,Hurricane,Wide Guard,Protect
10187,Amoonguss,Rocky Helmet,Regenerator,Dark,Protect,Pollen Puff,Rage Powder,Spore
10188,Amoonguss,Sitrus Berry,Regenerator,Dark,Spore,Rage Powder,Pollen Puff,Protect
10188,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Parting Shot,Will-O-Wisp,Fake Out
10188,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Astral Barrage,Psyshock,Nasty Plot,Protect
10188,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Aqua Jet,Detect,Surging Strikes,Close Combat
10188,Raging Bolt,Leftovers,Protosynthesis,Grass,Calm Mind,Thunderclap,Protect,Dragon Pulse
10188,Rillaboom,Assault Vest,Grassy Surge,Fire,U-turn,Grassy Glide,Fake Out,Wood Hammer
10189,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Fake Out,Parting Shot,Knock Off
10189,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,High Horsepower
10189,Terapagos,Leftovers,Tera Shift,Stellar,Calm Mind,Protect,Tera Starstorm,Earth Power
10189,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect
10189,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
10189,Farigiraf,Safety Goggles,Armor Tail,Fairy,Psychic Noise,Trick Room,Imprison,Helping Hand
10190,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Taunt,Rain Dance
10190,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Helping Hand
10190,Calyrex-Shadow,Choice Specs,As One (Spectrier),Fairy,Astral Barrage,Expanding Force,Tera Blast,Shadow Ball
10190,Indeedee-F,Safety Goggles,Psychic Surge,Fairy,Follow Me,Trick Room,Imprison,Dazzling Gleam
10190,Mienshao,Focus Sash,Inner Focus,Fighting,Close Combat,Fake Out,Feint,Wide Guard
10190,Raging Bolt,Assault Vest,Protosynthesis,Electric,Electroweb,Thunderbolt,Draco Meteor,Thunderclap
10191,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect
10191,Kyogre,Mystic Water,Drizzle,Grass,Water Spout,Hydro Pump,Ice Beam,Protect
10191,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Close Combat,Aqua Jet,U-turn
10191,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Rain Dance,Protect,Tailwind
10191,Amoonguss,Sitrus Berry,Regenerator,Dark,Rage Powder,Spore,Sludge Bomb,Protect
10191,Archaludon,Assault Vest,Stamina,Grass,Body Press,Flash Cannon,Electro Shot,Dragon Pulse
10192,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Will-O-Wisp,Parting Shot
10192,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Volt Switch,Snarl
10192,Gholdengo,Metal Coat,Good as Gold,Water,Make It Rain,Shadow Ball,Nasty Plot,Protect
10192,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Flame Charge,Protect
10192,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect
10192,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Shadow Ball,Taunt,Icy Wind
10193,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out
10193,Annihilape,Choice Scarf,Vital Spirit,Ghost,Rage Fist,U-turn,Coaching,Final Gambit
10193,Incineroar,Safety Goggles,Intimidate,Water,Will-O-Wisp,Knock Off,Parting Shot,Fake Out
10193,Sinistcha,Sitrus Berry,Hospitality,Water,Rage Powder,Matcha Gotcha,Life Dew,Protect
10193,Terapagos,Leftovers,Tera Shift,"Stellar
- Tera Starstorm",Calm Mind,Protect,Substitute,
10193,Grimmsnarl,Light Clay,Prankster,Ghost,Light Screen,Reflect,Thunder Wave,Parting Shot
10194,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Follow Me,Ivy Cudgel,Play Rough,U-turn
10194,Miraidon,Choice Specs,Hadron Engine,Electric,Electro Drift,Volt Switch,Draco Meteor,Overheat
10194,Farigiraf,Sitrus Berry,Armor Tail,Water,Psychic,Trick Room,Helping Hand,Protect
10194,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Hyper Voice,Blood Moon,Earth Power,Protect
10194,Urshifu-Rapid-Strike,Focus Sash,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Protect
