ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4
20195,Raging Bolt,Assault Vest,Protosynthesis,Grass,Dragon Pulse,Thunderclap,Electroweb,Snarl
20196,Miraidon,Choice Specs,Hadron Engine,Fairy,Electro Drift,Draco Meteor,Volt Switch,Dazzling Gleam
20196,Farigiraf,Sitrus Berry,Armor Tail,Water,Dazzling Gleam,Foul Play,Helping Hand,Trick Room
20196,Bloodmoon Ursaluna,Life Orb,Mind's Eye,Normal,Hyper Voice,Blood Moon,Earth Power,Protect
20196,Iron Hands,Clear Amulet,Quark Drive,Fire,Close Combat,Wild Charge,Heavy Slam,Fake Out
20196,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Shadow Ball,Moonblast,Icy Wind,Protect
20196,Chi-Yu,Covert Cloak,Beads of Ruin,Water,Heat Wave,Dark Pulse,Snarl,Protect
20197,Ice Rider Calyrex,Clear Amulet,As One ,Grass,Glacial Lance,High Horsepower,Trick Room,Protect
20197,Amoonguss,Rocky Helmet,Regenerator,Water,Pollen Puff,Spore,Clear Smog,Rage Powder
20197,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot
20197,Pelipper,Focus Sash,Drizzle,Ghost,Wide Guard,Hurricane,Weather Ball,Protect
20197,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Snarl,Thunder
20197,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Close Combat,U-turn,Coaching
20198,Shadow Rider Calyrex,Focus Sash,As One ,Ghost,Astral Barrage,Snarl,Psyshock,Protect
20198,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Flare Blitz,Knock Off
20198,Rillaboom,Assault Vest,Grassy Surge,Poison,U-turn,Fake Out,Grassy Glide,Wood Hammer
20198,Gholdengo,Leftovers,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect
20198,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
20198,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet
20199,Indeedee ♀,Safety Goggles,Psychic Surge,Water,Follow Me,Helping Hand,Psychic,Trick Room
20199,Ice Rider Calyrex,Clear Amulet,As One ,Water,Glacial Lance,High Horsepower,Trick Room,Protect
20199,Bloodmoon Ursaluna,Life Orb,Mind's Eye,Normal,Hyper Voice,Earth Power,Blood Moon,Protect
20199,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Power Gem
20199,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
20199,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect
20200,Shadow Rider Calyrex,Life Orb,As One ,Fairy,Draining Kiss,Astral Barrage,Nasty Plot,Protect
20200,Clefairy,Eviolite,Friend Guard,Fire,Sing,Helping Hand,Follow Me,Protect
20200,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Flare Blitz,Parting Shot,Fake Out
20200,Araquanid,Clear Amulet,Water Bubble,Grass,Protect,Liquidation,Leech Life,Wide Guard
20200,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Protect,Pollen Puff
20200,Raging Bolt,Assault Vest,Protosynthesis,Electric,Draco Meteor,Volt Switch,Thunderclap,Thunderbolt
20201,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Sucker Punch,Ice Spinner,Protect,Sacred Sword
20201,Zacian,Rusted Sword,Intrepid Sword,Fairy,Swords Dance,Behemoth Blade,Protect,Play Rough
20201,Rillaboom,Assault Vest,Grassy Surge,Water,Fake Out,Grassy Glide,U-turn,Wood Hammer
20201,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn
20201,Tornadus,Covert Cloak,Prankster,Dark,Rain Dance,Tailwind,Bleakwind Storm,Taunt
20201,Umbreon,Safety Goggles,Inner Focus,Water,Snarl,Taunt,Foul Play,Yawn
20202,Miraidon,Life Orb,Hadron Engine,Water,Electro Drift,Calm Mind,Dragon Pulse,Protect
20202,Iron Moth,Power Herb,Quark Drive,Grass,Heat Wave,Energy Ball,Meteor Beam,Protect
20202,Walking Wake,Booster Energy,Protosynthesis,Fire,Hydro Steam,Flamethrower,Snarl,Protect
20202,Chi-Yu,Choice Specs,Beads of Ruin,Dark,Snarl,Dark Pulse,Heat Wave,Overheat
20202,Urshifu,Assault Vest,Unseen Fist,Poison,Wicked Blow,Sucker Punch,Poison Jab,Close Combat
20202,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Bleakwind Storm,Sunny Day,Protect
20203,Shadow Rider Calyrex,Focus Sash,As One ,Ghost,Astral Barrage,Psychic,Nasty Plot,Protect
20203,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out
20203,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Parting Shot,Will-O-Wisp,Fake Out
20203,Amoonguss,Mental Herb,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect
20203,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn
20203,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Rain Dance,Taunt
20204,Archaludon,Assault Vest,Stamina,Fairy,Draco Meteor,Flash Cannon,Electro Shot,Body Press
20204,Rapid Strike Urshifu,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Detect,Aqua Jet
20204,Kyogre,Splash Plate,Drizzle,Grass,Origin Pulse,Ice Beam,Water Spout,Protect
20204,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Taunt,Rain Dance
20204,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
20204,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Parting Shot,Taunt
20205,Weezing,Sitrus Berry,Neutralizing Gas,Bug,Gunk Shot,Taunt,Will-O-Wisp,Protect
20205,Regigigas,Choice Scarf,Slow Start,Normal,Double-Edge,Facade,Knock Off,Stomping Tantrum
20205,Shadow Rider Calyrex,Focus Sash,As One ,Fairy,Astral Barrage,Psyshock,Draining Kiss,Protect
20205,Mienshao,Expert Belt,Inner Focus,Steel,Close Combat,Knock Off,Fake Out,Wide Guard
20205,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Swords Dance,Spiky Shield
20205,Raging Bolt,Life Orb,Protosynthesis,Electric,Thunderclap,Draco Meteor,Electroweb,Protect
20206,Groudon,Assault Vest,Drought,Fire,Precipice Blades,Rock Slide,Heat Crash,Brick Break
20206,Whimsicott,Focus Sash,Prankster,Ghost,Tailwind,Moonblast,Sunny Day,Trick Room
20206,Amoonguss,Leftovers,Regenerator,Water,Rage Powder,Spore,Pollen Puff,Protect
20206,Walking Wake,Life Orb,Protosynthesis,Fire,Hydro Steam,Flamethrower,Draco Meteor,Protect
20206,Entei,Choice Band,Inner Focus,Dark,Sacred Fire,Extreme Speed,Stomping Tantrum,Crunch
20206,Roaring Moon,Clear Amulet,Protosynthesis,Poison,Knock Off,Iron Head,Dragon Dance,Protect
20207,Zamazenta,Rusted Shield,Dauntless Shield,Water,Heavy Slam,Body Press,Iron Defense,Protect
20207,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Will-O-Wisp,Parting Shot
20207,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn
20207,Pelipper,Focus Sash,Drizzle,Stellar,Hurricane,Weather Ball,Wide Guard,Protect
20207,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
20207,Mandibuzz,Rocky Helmet,Overcoat,Steel,Snarl,Foul Play,Roost,Taunt
20208,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Protect,Flare Blitz,Collision Course,Flame Charge
20208,Amoonguss,Occa Berry,Regenerator,Dark,Protect,Spore,Rage Powder,Sludge Bomb
20208,Walking Wake,Life Orb,Protosynthesis,Water,Hydro Steam,Draco Meteor,Flamethrower,Protect
20208,Incineroar,Assault Vest,Intimidate,Grass,Flare Blitz,Knock Off,U-turn,Fake Out
20208,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind
20208,Farigiraf,Sitrus Berry,Armor Tail,Fire,Psychic,Hyper Voice,Trick Room,Helping Hand
20209,Terapagos,Leftovers,Tera Shift,Stellar,Tera Starstorm,Earth Power,Calm Mind,Protect
20209,Amoonguss,Sitrus Berry,Regenerator,Water,Pollen Puff,Spore,Rage Powder,Protect
20209,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Parting Shot,Will-O-Wisp,Fake Out
20209,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet
20209,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out
20209,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Rain Dance,Taunt
20210,Groudon,Clear Amulet,Drought,Fire,Precipice Blades,Heat Crash,Swords Dance,Protect
20210,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
20210,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect
20210,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Electroweb,Snarl
20210,Incineroar,Safety Goggles,Intimidate,Water,Fake Out,Knock Off,Taunt,Parting Shot
20210,Bronzong,Covert Cloak,Levitate,Dark,Iron Head,Gravity,Hypnosis,Trick Room
20211,Shadow Rider Calyrex,Focus Sash,As One ,Ghost,Astral Barrage,Psyshock,Nasty Plot,Protect
20211,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
20211,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out
20211,Rapid Strike Urshifu,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Protect
20211,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Fake Out,Will-O-Wisp,Parting Shot
20211,Amoonguss,Sitrus Berry,Regenerator,Dark,Sludge Bomb,Rage Powder,Spore,Protect
20212,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Rain Dance,Taunt
20212,Rapid Strike Urshifu,Mystic Water,Unseen Fist,Water,Detect,Taunt,Close Combat,Surging Strikes
20212,Terapagos,Leftovers,Tera Shift,Stellar,Tera Starstorm,Protect,Calm Mind,Earth Power
20212,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect
20212,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Will-O-Wisp,Parting Shot,Knock Off
20212,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Electroweb,Draco Meteor,Volt Switch
20213,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Taunt,Knock Off,Parting Shot
20213,Ice Rider Calyrex,Clear Amulet,As One ,Grass,Glacial Lance,High Horsepower,Trick Room,Protect
20213,Amoonguss,Rocky Helmet,Regenerator,Dark,Protect,Rage Powder,Pollen Puff,Spore
20213,Raging Bolt,Assault Vest,Protosynthesis,Electric,Volt Switch,Thunderbolt,Thunderclap,Draco Meteor
20213,Pelipper,Focus Sash,Drizzle,Stellar,Protect,Weather Ball,Wide Guard,Hurricane
20213,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,U-turn,Close Combat,Helping Hand
20214,Groudon,Clear Amulet,Drought,Fire,Heat Crash,Precipice Blades,Roar,Protect
20214,Scream Tail,Covert Cloak,Protosynthesis,Dark,Psychic Fangs,Disable,Howl,Encore
20214,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect
20214,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Icy Wind
20214,Raging Bolt,Assault Vest,Protosynthesis,Grass,Draco Meteor,Thunderclap,Thunderbolt,Snarl
20214,Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
20215,Kyogre,Mystic Water,Drizzle,Grass,Water Spout,Origin Pulse,Ice Beam,Protect
20215,Tornadus,Focus Sash,Prankster,Ghost,Bleakwind Storm,Rain Dance,Tailwind,Protect
20215,Farigiraf,Safety Goggles,Armor Tail,Fairy,Dazzling Gleam,Helping Hand,Imprison,Trick Room
20215,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Leaf Storm
20215,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Grass,Surging Strikes,Ice Spinner,Close Combat,U-turn
20215,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Sandsear Storm,Protect
20216,Shadow Rider Calyrex,Spell Tag,As One,Fairy,Astral Barrage,Draining Kiss,Protect,Nasty Plot
20216,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Taunt,Rain Dance
20216,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
20216,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Taunt,Fake Out,Parting Shot
20216,Indeedee ♀,Sitrus Berry,Psychic Surge,Fairy,Alluring Voice,Follow Me,Helping Hand,Protect
20216,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Horn Leech,Spiky Shield
20217,Miraidon,Choice Specs,Hadron Engine,Fairy,Electro Drift,Draco Meteor,Dazzling Gleam,Volt Switch
20217,Farigiraf,Sitrus Berry,Armor Tail,Water,Psychic,Foul Play,Trick Room,Helping Hand
20217,Bloodmoon Ursaluna,Life Orb,Mind's Eye,Normal,Hyper Voice,Blood Moon,Earth Power,Protect
20217,Flutter Mane,Booster Energy,Protosynthesis,Water,Moonblast,Icy Wind,Taunt,Protect
20217,Incineroar,Assault Vest,Intimidate,Dragon,Knock Off,Flare Blitz,U-turn,Fake Out
20217,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect
20218,Shadow Rider Calyrex,Focus Sash,As One ,Fairy,Astral Barrage,Draining Kiss,Nasty Plot,Protect
20218,Rapid Strike Urshifu,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Protect
20218,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,High Horsepower
20218,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Taunt,Tailwind,Rain Dance
20218,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Knock Off,Flare Blitz
20218,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect
20219,Terapagos,Leftovers,Tera Shift,Stellar,Tera Starstorm,Calm Mind,Earth Power,Protect
20219,Comfey,Aguav Berry,Triage,Dark,Draining Kiss,Floral Healing,Helping Hand,Protect
20219,Sableye,Focus Sash,Prankster,Steel,Quash,Fake Out,Will-O-Wisp,Encore
20219,Tornadus,Covert Cloak,Prankster,Flying,Bleakwind Storm,Tailwind,Taunt,Rain Dance
20219,Rapid Strike Urshifu,Life Orb,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Ice Spinner
20219,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Thunderclap,Snarl,Dragon Pulse
20220,Zacian,Rusted Sword,Intrepid Sword,Ghost,Behemoth Blade,Play Rough,Swords Dance,Protect
20220,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Fake Out,Parting Shot,Will-O-Wisp
20220,Rillaboom,Sitrus Berry,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Fake Out,Taunt
20220,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Draco Meteor,Thunderclap,Electroweb,Snarl
20220,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
20220,Pelipper,Rocky Helmet,Drizzle,Ghost,Hurricane,Weather Ball,Wide Guard,Protect
20221,Groudon,Assault Vest,Drought,Fire,Precipice Blades,Brick Break,Heat Crash,Rock Slide
20221,Whimsicott,Focus Sash,Prankster,Ghost,Tailwind,Moonblast,Sunny Day,Trick Room
20221,Amoonguss,Leftovers,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect
20221,Walking Wake,Life Orb,Protosynthesis,Fire,Hydro Steam,Flamethrower,Draco Meteor,Protect
20221,Entei,Choice Band,Inner Focus,Dark,Sacred Fire,Extreme Speed,Stomping Tantrum,Crunch
20221,Roaring Moon,Clear Amulet,Protosynthesis,Poison,Knock Off,Iron Head,Dragon Dance,Protect
20222,Kyogre,Leftovers,Drizzle,Dragon,Protect,Water Spout,Origin Pulse,Ice Beam
20222,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Taunt,Rain Dance
20222,Archaludon,Assault Vest,Stamina,Flying,Body Press,Dragon Pulse,Flash Cannon,Electro Shot
20222,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Protect,Twin Beam,Trick Room
20222,Incineroar,Passho Berry,Intimidate,Grass,Fake Out,Knock Off,Parting Shot,Snarl
20222,Rillaboom,Sitrus Berry,Grassy Surge,Water,Fake Out,Grassy Glide,High Horsepower,Protect
20223,Zamazenta,Rusted Shield,Dauntless Shield,Grass,Protect,Iron Defense,Body Press,Heavy Slam
20223,Incineroar,Safety Goggles,Intimidate,Dragon,Fake Out,Taunt,Knock Off,Parting Shot
20223,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
20223,Amoonguss,Rocky Helmet,Regenerator,Water,Clear Smog,Spore,Rage Powder,Pollen Puff
20223,Pelipper,Focus Sash,Drizzle,Stellar,Protect,Hurricane,Weather Ball,Wide Guard
20223,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Dragon Pulse,Thunderclap,Snarl
20224,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Flare Blitz,Collision Course,Protect,Breaking Swipe
20224,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Shadow Ball,Moonblast,Dazzling Gleam,Thunderbolt
20224,Torkoal,Eject Pack,Drought,Grass,Protect,Solar Beam,Eruption,Over Heat
20224,Walking Wake,Mystic Water,Protosynthesis,Steel,Hydro Steam,Flamethrower,Protect,Terablast
20224,Incineroar,Sitrus Berry,Intimidate,Dragon,Knock Off,Fake Out,Flare Blitz,Parting Shot
20224,Rillaboom,Miracle Seed,Grassy Surge,Fire,Grassy Glide,Protect,Wood Hammer,Fake Out
20225,Lunala,Power Herb,Shadow Shield,Fairy,Moongeist Beam,Meteor Beam,Wide Guard,Trick Room
20225,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out
20225,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunder,Draco Meteor,Thunderclap,Snarl
20225,Rapid Strike Urshifu,Focus Sash,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Protect
20225,Amoonguss,Rocky Helmet,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect
20225,Ursaluna,Flame Orb,Guts,Ghost,Facade,Headlong Rush,Heavy Slam,Protect
20226,Torkoal,Choice Specs,Drought,Fire,Eruption,Weather Ball,Heat Wave,Earth Power
20226,Annihilape,Choice Scarf,Defiant,Fighting,Close Combat,Coaching,Shadow Claw,Final Gambit
20226,Urshifu,Focus Sash,Unseen Fist,Dark,Detect,Close Combat,Wicked Blow,Sucker Punch
20226,Indeedee ♀,Safety Goggles,Psychic Surge,Fairy,Dazzling Gleam,Follow Me,Helping Hand,Trick Room
20226,Brute Bonnet,Sitrus Berry,Protosynthesis,Poison,Spore,Pollen Puff,Rage Powder,Crunch
20226,Ice Rider Calyrex,Clear Amulet,As One ,Water,Protect,Trick Room,Glacial Lance,High Horsepower
20227,Shadow Rider Calyrex,Choice Specs,As One ,Fairy,Astral Barrage,Expanding Force,Draining Kiss,Shadow Ball
20227,Indeedee ♀,Psychic Seed,Psychic Surge,Fairy,Follow Me,Alluring Voice,Helping Hand,Trick Room
20227,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Bleakwind Storm,Taunt,Protect
20227,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Heat Wave,Overheat,Dark Pulse,Snarl
20227,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
20227,Mienshao,Focus Sash,Inner Focus,Fighting,Fake Out,Close Combat,Wide Guard,Feint
20228,Shadow Rider Calyrex,Clear Amulet,As One ,Fairy,Astral Barrage,Draining Kiss,Nasty Plot,Protect
20228,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot
20228,Amoonguss,Sitrus Berry,Regenerator,Water,Spore,Rage Powder,Sludge Bomb,Protect
20228,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
20228,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Electroweb,Draco Meteor,Snarl
20228,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Protect
20229,Terapagos,Choice Specs,Tera Shift,Stellar,Tera Starstorm,Earth Power,Hyper Beam,Sleep Talk
20229,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn
20229,Chi-Yu,Safety Goggles,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Will-O-Wisp,Protect
20229,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Taunt,Rain Dance
20229,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Shadow Ball,Protect,Icy Wind,Moonblast
20229,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Spore,Pollen Puff,Protect
20230,Zamazenta,Rusted Shield,Dauntless Shield,Flying,Body Press,Wide Guard,Iron Defense,Iron Head
20230,Grimmsnarl,Light Clay,Prankster,Ghost,Light Screen,Reflect,Parting Shot,Spirit Break
20230,Thundurus,White Herb,Defiant,Flying,Supercell Slam,Knock Off,Tera Blast,Bulk Up
20230,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Taunt,Bleakwind Storm,Rain Dance
20230,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,U-turn,Surging Strikes,Close Combat,Aqua Jet
20230,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Imprison,Trick Room
20231,Tornadus,Rocky Helmet,Prankster,Dark,Bleakwind Storm,Tailwind,Taunt,Rain Dance
20231,Kyogre,Assault Vest,Drizzle,Grass,Origin Pulse,Water Spout,Thunder,Ice Beam
20231,Grimmsnarl,Light Clay,Prankster,Ghost,Spirit Break,Reflect,Light Screen,Parting Shot
20231,Tsareena,Sitrus Berry,Queenly Majesty,Water,Power Whip,Triple Axel,Protect,U-turn
20231,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Fake Out,Parting Shot,Will-O-Wisp
20231,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Sandsear Storm,Protect
20232,Pelipper,Focus Sash,Drizzle,Flying,Hurricane,Tailwind,Wide Guard,Protect
20232,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Coaching
20232,Gholdengo,Leftovers,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect
20232,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Fake Out,Will-O-Wisp,Parting Shot
20232,Amoonguss,Sitrus Berry,Regenerator,Dark,Pollen Puff,Spore,Rage Powder,Protect
20232,Ice Rider Calyrex,Clear Amulet,As One ,Grass,Glacial Lance,High Horsepower,Trick Room,Protect
20233,Zamazenta,Rusted Shield,Dauntless Shield,Grass,Behemoth Bash,Body Press,Iron Defense,Protect
20233,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Taunt,Protect
20233,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Flare Blitz,Parting Shot
20233,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderclap,Electroweb,Draco Meteor,Snarl
20233,Pelipper,Focus Sash,Drizzle,Stellar,Hurricane,Weather Ball,Wide Guard,Protect
20233,Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Spore,Rage Powder,Pollen Puff
20234,Umbreon,Rocky Helmet,Inner Focus,Fairy,Yawn,Snarl,Foul Play,Moonlight
20234,Groudon,Clear Amulet,Drought,Fire,Precipice Blades,Heat Crash,Swords Dance,Protect
20234,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect
20234,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
20234,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot
20234,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn
20235,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Flame Charge,Protect
20235,Amoonguss,Rocky Helmet,Regenerator,Dark,Sludge Bomb,Spore,Rage Powder,Protect
20235,Walking Wake,Life Orb,Protosynthesis,Water,Hydro Steam,Draco Meteor,Flamethrower,Protect
20235,Incineroar,Assault Vest,Intimidate,Grass,Flare Blitz,Knock Off,U-turn,Fake Out
20235,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind
20235,Farigiraf,Throat Spray,Armor Tail,Fire,Psychic,Hyper Voice,Trick Room,Helping Hand
20236,Shadow Rider Calyrex,Safety Goggles,As One ,Fairy,Astral Barrage,Draining Kiss,Nasty Plot,Protect
20236,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Knock Off,Will-O-Wisp,Parting Shot
20236,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Aqua Jet,Close Combat,U-turn
20236,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Protect,Wide Guard
20236,Raging Bolt,Assault Vest,Protosynthesis,Water,Draco Meteor,Thunderclap,Electroweb,Snarl
20236,Clefairy,Eviolite,Friend Guard,Water,Substitute,Life Dew,Follow Me,Protect
20237,Zacian,Rusted Sword,Intrepid Sword,Water,Behemoth Blade,Play Rough,Protect,Swords Dance
20237,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Electroweb,Dragon Pulse,Snarl
20237,Ting-Lu,Rocky Helmet,Vessel of Ruin,Poison,Sand Tomb,Ruination,Taunt,Protect
20237,Dondozo,Leftovers,Unaware,Grass,Wave Crash,Yawn,Protect,Fissure
