ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4,arch
10338,Incineroar,Safety Goggles,Intimidate,Ghost,Taunt,Knock Off,Fake Out,Parting Shot,Zamazenta Rain
10338,Zamazenta,Rusted Shield,Dauntless Shield,Grass,Body Press,Iron Defense,Heavy Slam,Protect,Zamazenta Rain
10338,Amoonguss,Sitrus Berry,Regenerator,Water,Rage Powder,Protect,Pollen Puff,Spore,Zamazenta Rain
10338,Raging Bolt,Assault Vest,Protosynthesis,Grass,Electroweb,Dragon Pulse,Thunderclap,Snarl,Zamazenta Rain
10338,Pelipper,Focus Sash,Drizzle,Ghost,Weather Ball,Hurricane,Protect,Wide Guard,Zamazenta Rain
10339,Archaludon,Assault Vest,Stamina,Fairy,Dragon Pulse,Flash Cannon,Body Press,Electro Shot,Kyogre Rain Offense
10339,Rillaboom,Miracle Seed,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,Knock Off,Kyogre Rain Offense
10339,Raichu,Focus Sash,Lightning Rod,Grass,Fake Out,Thunderbolt,Alluring Voice,Grass Knot,Kyogre Rain Offense
10339,Kyogre,Choice Specs,Drizzle,Grass,Water Spout,Origin Pulse,Ice Beam,Thunder,Kyogre Rain Offense
10339,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Detect,Kyogre Rain Offense
10339,Tornadus,Covert Cloak,Prankster,Dark,Tailwind,Rain Dance,Taunt,Bleakwind Storm,Kyogre Rain Offense
10340,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,U-turn,Close Combat,Ice Spinner,Calyice Rain
10340,Pelipper,Focus Sash,Drizzle,Ghost,Wide Guard,Weather Ball,Hurricane,Protect,Calyice Rain
10340,Amoonguss,Rocky Helmet,Regenerator,Dark,Protect,Rage Powder,Pollen Puff,Spore,Calyice Rain
10340,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Will-O-Wisp,Parting Shot,Knock Off,Calyice Rain
10340,Calyrex-Ice,Clear Amulet,As One (Glastrier),Grass,Protect,Trick Room,Glacial Lance,High Horsepower,Calyice Rain
10340,Farigiraf,Sitrus Berry,Armor Tail,Water,Psychic,Foul Play,Trick Room,Helping Hand,Calyice Rain
10341,Torkoal,Charcoal,Drought,Fire,Eruption,Weather Ball,Clear Smog,Protect,NA
10341,Venusaur,Life Orb,Chlorophyll,Fire,Giga Drain,Sludge Bomb,Weather Ball,Protect,NA
10341,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,NA
10341,Ursaluna,Flame Orb,Guts,Poison,Earthquake,Facade,Headlong Rush,Protect,NA
10341,Dialga-Origin,Adamant Crystal,Telepathy,Fairy,Flash Cannon,Dragon Pulse,Trick Room,Protect,NA
10341,Incineroar,Sitrus Berry,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,NA
10342,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Taunt,Koraidon Toolbox
10342,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect,Koraidon Toolbox
10342,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Flame Charge,Protect,Koraidon Toolbox
10342,Urshifu-Rapid-Strike,Focus Sash,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Protect,Koraidon Toolbox
10342,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot,Koraidon Toolbox
10342,Rillaboom,Assault Vest,Grassy Surge,Normal,Fake Out,Grassy Glide,Wood Hammer,U-turn,Koraidon Toolbox
10343,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Calyshadow Psyspam
10343,Incineroar,Sitrus Berry,Intimidate,Water,Fake Out,Knock Off,Parting Shot,Will-O-Wisp,Calyshadow Psyspam
10343,Urshifu,Focus Sash,Unseen Fist,Dark,Sucker Punch,Wicked Blow,Close Combat,Detect,Calyshadow Psyspam
10343,Tornadus,Covert Cloak,Prankster,Ghost,Bleakwind Storm,Tailwind,Taunt,Scary Face,Calyshadow Psyspam
10343,Calyrex-Shadow,Life Orb,Grim Neigh,Fairy,Astral Barrage,Expanding Force,Draining Kiss,Protect,Calyshadow Psyspam
10343,Indeedee-F,Mental Herb,Psychic Surge,Fairy,Trick Room,Follow Me,Helping Hand,Imprison,Calyshadow Psyspam
10344,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Calyice Slow Offense
10344,Incineroar,Sitrus Berry,Intimidate,Grass,Knock Off,Flare Blitz,Parting Shot,Fake Out,Calyice Slow Offense
10344,Farigiraf,Rocky Helmet,Armor Tail,Fairy,Dazzling Gleam,Helping Hand,Trick Room,Protect,Calyice Slow Offense
10344,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect,Calyice Slow Offense
10344,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect,Calyice Slow Offense
10344,Calyrex-Ice,Clear Amulet,As One (Glastrier),Grass,Glacial Lance,High Horsepower,Trick Room,Protect,Calyice Slow Offense
10345,Indeedee-F,Safety Goggles,Psychic Surge,Grass,Follow Me,Dazzling Gleam,Helping Hand,Trick Room,Calyice Slow Offense
10345,Calyrex-Ice,Life Orb,As One (Glastrier),Ice,Glacial Lance,Psychic,Trick Room,Protect,Calyice Slow Offense
10345,Hatterene,Covert Cloak,Magic Bounce,Water,Expanding Force,Dazzling Gleam,Tera Blast,Trick Room,Calyice Slow Offense
10345,Thundurus,Mental Herb,Prankster,Ghost,Wildbolt Storm,Thunder Wave,Taunt,Sunny Day,Calyice Slow Offense
10345,Iron Hands,Booster Energy,Quark Drive,Fighting,Drain Punch,Thunder Punch,Ice Punch,Fake Out,Calyice Slow Offense
10345,Torkoal,Charcoal,Drought,Fire,Eruption,Flamethrower,Clear Smog,Earth Power,Calyice Slow Offense
10346,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Shadow Ball,Taunt,Trick Room,Calyice Slow Offense
10346,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect,Calyice Slow Offense
10346,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Glacial Lance,High Horsepower,Trick Room,Protect,Calyice Slow Offense
10346,Urshifu,Choice Band,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,U-turn,Calyice Slow Offense
10346,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Pollen Puff,Sludge Bomb,Spore,Calyice Slow Offense
10346,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out,Calyice Slow Offense
10347,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Parting Shot,Flare Blitz,Knock Off,NA
10347,Kingambit,Assault Vest,Defiant,Dragon,Iron Head,Low Kick,Kowtow Cleave,Sucker Punch,NA
10347,Walking Wake,Life Orb,Protosynthesis,Water,Hydro Steam,Draco Meteor,Snarl,Flamethrower,NA
10347,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,NA
10347,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Icy Wind,Moonblast,NA
10347,Koraidon,Clear Amulet,Orichalcum Pulse,Steel,Collision Course,Iron Head,Dragon Claw,Protect,NA
10348,Incineroar,Safety Goggles,Intimidate,Water,Flare Blitz,Knock Off,Parting Shot,Fake Out,Calyshadow Offense
10348,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out,Calyshadow Offense
10348,Calyrex-Shadow,Focus Sash,As One (Spectrier),Fairy,Protect,Astral Barrage,Psyshock,Nasty Plot,Calyshadow Offense
10348,Urshifu-Rapid-Strike,Splash Plate,Unseen Fist,Water,Detect,Surging Strikes,Aqua Jet,Close Combat,Calyshadow Offense
10348,Tornadus,Covert Cloak,Prankster,Dark,Protect,Bleakwind Storm,Tailwind,Rain Dance,Calyshadow Offense
10348,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Sludge Bomb,Spore,Rage Powder,Calyshadow Offense
10349,Chi-Yu,Life Orb,Beads of Ruin,Ghost,Overheat,Heat Wave,Snarl,Protect,Koraidon Offense
10349,Amoonguss,Sitrus Berry,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect,Koraidon Offense
10349,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Sunny Day,Taunt,Koraidon Offense
10349,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Flame Charge,Protect,Koraidon Offense
10349,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Draco Meteor,Electroweb,Snarl,Koraidon Offense
10349,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Taunt,Koraidon Offense
10350,Clefairy,Eviolite,Friend Guard,Grass,Protect,Sing,Follow Me,After You,Calyshadow Offense
10350,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Protect,Nasty Plot,Psyshock,Astral Barrage,Calyshadow Offense
10350,Incineroar,Safety Goggles,Intimidate,Water,Flare Blitz,Fake Out,Knock Off,Parting Shot,Calyshadow Offense
10350,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn,Calyshadow Offense
10350,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Electroweb,Dragon Pulse,Snarl,Calyshadow Offense
10350,Rillaboom,Miracle Seed,Grassy Surge,Normal,Grassy Glide,Wood Hammer,U-turn,Fake Out,Calyshadow Offense
10351,Rillaboom,Meadow Plate,Grassy Surge,Fire,Grassy Glide,Fake Out,Wood Hammer,U-turn,Kyogre FWG
10351,Kyogre,Splash Plate,Drizzle,Grass,Water Spout,Hydro Pump,Ice Beam,Protect,Kyogre FWG
10351,Incineroar,Figy Berry,Intimidate,Ghost,Knock Off,Fake Out,Parting Shot,Helping Hand,Kyogre FWG
10351,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Sandsear Storm,Protect,Kyogre FWG
10351,Archaludon,Assault Vest,Stamina,Grass,Flash Cannon,Snarl,Body Press,Electro Shot,Kyogre FWG
10351,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Taunt,Rain Dance,Kyogre FWG
10352,Farigiraf,Throat Spray,Armor Tail,Normal,Hyper Voice,Shadow Ball,Protect,Trick Room,NA
10352,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Flamethrower,Dark Pulse,Overheat,Snarl,NA
10352,Miraidon,Life Orb,Hadron Engine,Fairy,Electro Drift,Volt Switch,Dazzling Gleam,Protect,NA
10352,Urshifu,Choice Band,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Poison Jab,NA
10352,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,NA
10352,Iron Bundle,Focus Sash,Quark Drive,Ghost,Freeze-Dry,Icy Wind,Encore,Protect,NA
10353,Iron Moth,Power Herb,Quark Drive,Poison,Protect,Sludge Wave,Heat Wave,Meteor Beam,NA
10353,Whimsicott,Focus Sash,Prankster,Ghost,Taunt,Tailwind,Energy Ball,Moonblast,NA
10353,Kingambit,Assault Vest,Defiant,Ground,Iron Head,Tera Blast,Kowtow Cleave,Sucker Punch,NA
10353,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Protect,Trick Room,Imprison,Psychic Noise,NA
10353,Calyrex-Shadow,Life Orb,As One (Spectrier),Fairy,Psychic,Astral Barrage,Draining Kiss,Protect,NA
10353,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Spiky Shield,Stomping Tantrum,Wood Hammer,NA
10354,Iron Bundle,Focus Sash,Quark Drive,Ghost,Icy Wind,Freeze-Dry,Protect,Hydro Pump,Miraidon-Urshi
10354,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Follow Me,Ivy Cudgel,Wood Hammer,Miraidon-Urshi
10354,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Protect,Sandsear Storm,Miraidon-Urshi
10354,Miraidon,Assault Vest,Hadron Engine,Grass,Electro Drift,Volt Switch,Draco Meteor,Dazzling Gleam,Miraidon-Urshi
10354,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Close Combat,Surging Strikes,Aqua Jet,U-turn,Miraidon-Urshi
10354,Kingambit,Black Glasses,Defiant,Fairy,Sucker Punch,Kowtow Cleave,Iron Head,Tera Blast,Miraidon-Urshi
10355,Groudon,Clear Amulet,Drought,Fire,Precipice Blades,Rock Slide,Protect,Heat Crash,Groudon Sun
10355,Whimsicott,Mental Herb,Prankster,Water,Sunny Day,Tailwind,Moonblast,Encore,Groudon Sun
10355,Leafeon,Life Orb,Chlorophyll,Rock,Knock Off,Tera Blast,Solar Blade,Detect,Groudon Sun
10355,Entei,Assault Vest,Inner Focus,Normal,Extreme Speed,Sacred Fire,Stomping Tantrum,Snarl,Groudon Sun
10355,Walking Wake,Covert Cloak,Protosynthesis,Fire,Hydro Steam,Draco Meteor,Protect,Flamethrower,Groudon Sun
10355,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Icy Wind,Shadow Ball,Moonblast,Dazzling Gleam,Groudon Sun
10356,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Flare Blitz,Fake Out,Parting Shot,Zamazenta Tinglu
10356,Ting-Lu,Assault Vest,Vessel of Ruin,Poison,Stomping Tantrum,Tera Blast,Snarl,Heavy Slam,Zamazenta Tinglu
10356,Porygon2,Eviolite,Download,Fairy,Tera Blast,Ice Beam,Recover,Trick Room,Zamazenta Tinglu
10356,Zamazenta,Rusted Shield,Dauntless Shield,Water,Body Press,Behemoth Bash,Iron Defense,Protect,Zamazenta Tinglu
10356,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Swords Dance,Horn Leech,Spiky Shield,Zamazenta Tinglu
10356,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Draco Meteor,Protect,Thunderbolt,Zamazenta Tinglu
10357,Pelipper,Focus Sash,Drizzle,Grass,Weather Ball,Hurricane,Protect,Wide Guard,Zacian Rain
10357,Rillaboom,Meadow Plate,Grassy Surge,Grass,Protect,Grassy Glide,Wood Hammer,Fake Out,Zacian Rain
10357,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Taunt,Parting Shot,Fake Out,Zacian Rain
10357,Zacian,Rusted Sword,Intrepid Sword,Fairy,Iron Head,Play Rough,Swords Dance,Protect,Zacian Rain
10357,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Snarl,Thunderbolt,Draco Meteor,Zacian Rain
10357,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,U-turn,Close Combat,Zacian Rain
10358,Calyrex-Ice,Assault Vest,As One (Glastrier),Water,Seed Bomb,Body Press,Glacial Lance,High Horsepower,NA
10358,Farigiraf,Throat Spray,Armor Tail,Flying,Hyper Voice,Helping Hand,Protect,Trick Room,NA
10358,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect,NA
10358,Urshifu-Rapid-Strike,Focus Sash,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Ice Spinner,NA
10358,Ninetales-Alola,Light Clay,Snow Warning,Fairy,Freeze-Dry,Aurora Veil,Moonblast,Protect,NA
10358,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderbolt,Draco Meteor,Calm Mind,Protect,NA
10359,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Protect,Taunt,Calyshadow Psyspam
10359,Indeedee-F,Psychic Seed,Psychic Surge,Fairy,Helping Hand,Trick Room,Dazzling Gleam,Follow Me,Calyshadow Psyspam
10359,Mienshao,Focus Sash,Inner Focus,Steel,Close Combat,Feint,Wide Guard,Fake Out,Calyshadow Psyspam
10359,Calyrex-Shadow,Choice Specs,As One (Spectrier),Ghost,Astral Barrage,Expanding Force,Leaf Storm,Shadow Ball,Calyshadow Psyspam
10359,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Spiky Shield,Horn Leech,Calyshadow Psyspam
10359,Chi-Yu,Life Orb,Beads of Ruin,Fire,Heat Wave,Snarl,Dark Pulse,Protect,Calyshadow Psyspam
10360,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Aqua Jet,U-turn,Close Combat,Calyice Rain
10360,Amoonguss,Rocky Helmet,Regenerator,Dark,Protect,Rage Powder,Spore,Pollen Puff,Calyice Rain
10360,Gholdengo,Metal Coat,Good as Gold,Fairy,Protect,Nasty Plot,Make It Rain,Shadow Ball,Calyice Rain
10360,Calyrex-Ice,Clear Amulet,As One (Glastrier),Grass,Protect,Glacial Lance,High Horsepower,Trick Room,Calyice Rain
10360,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Will-O-Wisp,Parting Shot,Calyice Rain
10360,Pelipper,Focus Sash,Drizzle,Ghost,Protect,Wide Guard,Weather Ball,Hurricane,Calyice Rain
10361,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Flare Blitz,Collision Course,Flame Charge,Protect,Koraidon Balance
10361,Rillaboom,Miracle Seed,Grassy Surge,Normal,Wood Hammer,Grassy Glide,Fake Out,U-turn,Koraidon Balance
10361,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Flare Blitz,Parting Shot,Koraidon Balance
10361,Farigiraf,Throat Spray,Armor Tail,Normal,Hyper Voice,Psychic,Trick Room,Protect,Koraidon Balance
10361,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Icy Wind,Koraidon Balance
10361,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderbolt,Thunderclap,Dragon Pulse,Snarl,Koraidon Balance
10362,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Rain Dance,Hurricane,Scary Face,Kyogre FWG
10362,Incineroar,Safety Goggles,Intimidate,Ghost,Snarl,Flare Blitz,Will-O-Wisp,Fake Out,Kyogre FWG
10362,Kyogre,Mystic Water,Drizzle,Grass,Water Spout,Ice Beam,Protect,Origin Pulse,Kyogre FWG
10362,Rillaboom,Miracle Seed,Grassy Surge,Fire,Grassy Glide,High Horsepower,Wood Hammer,Fake Out,Kyogre FWG
10362,Archaludon,Assault Vest,Stamina,Fairy,Draco Meteor,Flash Cannon,Electro Shot,Body Press,Kyogre FWG
10362,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Horn Leech,Follow Me,Kyogre FWG
10363,Farigiraf,Throat Spray,Armor Tail,Normal,Hyper Voice,Shadow Ball,Helping Hand,Trick Room,Kyogre Doble Tempo
10363,Landorus,Life Orb,Sheer Force,Poison,Protect,Earth Power,Sludge Bomb,Sandsear Storm,Kyogre Doble Tempo
10363,Kyogre,Covert Cloak,Drizzle,Grass,Protect,Calm Mind,Origin Pulse,Ice Beam,Kyogre Doble Tempo
10363,Tornadus,Focus Sash,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Taunt,Kyogre Doble Tempo
10363,Archaludon,Assault Vest,Stamina,Fairy,Electro Shot,Flash Cannon,Draco Meteor,Body Press,Kyogre Doble Tempo
10363,Rillaboom,Miracle Seed,Grassy Surge,Ghost,Fake Out,Grassy Glide,Knock Off,Wood Hammer,Kyogre Doble Tempo
10364,Calyrex-Shadow,Clear Amulet,As One (Spectrier),Fairy,Astral Barrage,Psyshock,Nasty Plot,Protect,Calyshadow Psyspam
10364,Indeedee-F,Psychic Seed,Psychic Surge,Fairy,Follow Me,Helping Hand,Trick Room,Dazzling Gleam,Calyshadow Psyspam
10364,Tornadus,Covert Cloak,Prankster,Dark,Tailwind,Bleakwind Storm,Taunt,Protect,Calyshadow Psyspam
10364,Amoonguss,Sitrus Berry,Regenerator,Fire,Rage Powder,Spore,Sludge Bomb,Protect,Calyshadow Psyspam
10364,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Heat Wave,Overheat,Dark Pulse,Snarl,Calyshadow Psyspam
10364,Mienshao,Focus Sash,Inner Focus,Fighting,Wide Guard,Fake Out,Knock Off,Close Combat,Calyshadow Psyspam
10365,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Astral Barrage,Nasty Plot,Psychic,Protect,Calyshadow Offense
10365,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,U-turn,Wood Hammer,Calyshadow Offense
10365,Incineroar,Sitrus Berry,Intimidate,Water,Fake Out,Knock Off,Will-O-Wisp,Parting Shot,Calyshadow Offense
10365,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet,Calyshadow Offense
10365,Clefairy,Eviolite,Friend Guard,Grass,Follow Me,After You,Helping Hand,Protect,Calyshadow Offense
10365,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Taunt,Rain Dance,Calyshadow Offense
10366,Archaludon,Assault Vest,Stamina,Fairy,Body Press,Draco Meteor,Flash Cannon,Electro Shot,Kyogre Doble Tempo
10366,Chi-Yu,Focus Sash,Beads of Ruin,Ghost,Dark Pulse,Heat Wave,Snarl,Protect,Kyogre Doble Tempo
10366,Kyogre,Mystic Water,Drizzle,Water,Origin Pulse,Ice Beam,Water Spout,Protect,Kyogre Doble Tempo
10366,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Rain Dance,Bleakwind Storm,Protect,Kyogre Doble Tempo
10366,Farigiraf,Throat Spray,Armor Tail,Fairy,Psychic Noise,Hyper Voice,Trick Room,Protect,Kyogre Doble Tempo
10366,Rillaboom,Sitrus Berry,Grassy Surge,Poison,Grassy Glide,High Horsepower,Wood Hammer,Fake Out,Kyogre Doble Tempo
10367,Gothitelle,Sitrus Berry,Shadow Tag,Grass,Psychic,Helping Hand,Fake Out,Hypnosis,Terapagos Specs
10367,Terapagos,Choice Specs,Tera Shift,Stellar,Earth Power,Hyper Beam,Sleep Talk,Tera Starstorm,Terapagos Specs
10367,Urshifu,Black Glasses,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Substitute,Detect,Terapagos Specs
10367,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,Fake Out,U-turn,Terapagos Specs
10367,Flutter Mane,Fairy Feather,Protosynthesis,Fairy,Moonblast,Trick Room,Imprison,Protect,Terapagos Specs
10367,Incineroar,Eject Button,Intimidate,Ghost,Flare Blitz,Fake Out,Parting Shot,Helping Hand,Terapagos Specs
10368,Incineroar,Sitrus Berry,Intimidate,Water,Fake Out,Parting Shot,Knock Off,Will-O-Wisp,NA
10368,Dondozo,Leftovers,Oblivious,Dragon,Protect,Yawn,Wave Crash,Earthquake,NA
10368,Calyrex-Shadow,Spell Tag,As One (Spectrier),Fairy,Astral Barrage,Protect,Psyshock,Draining Kiss,NA
10368,Ting-Lu,Rocky Helmet,Vessel of Ruin,Poison,Snarl,Ruination,Sand Tomb,Taunt,NA
10368,Tatsugiri,Focus Sash,Commander,Water,Protect,Draco Meteor,Icy Wind,Muddy Water,NA
10368,Raging Bolt,Assault Vest,Protosynthesis,Electric,Volt Switch,Thunderclap,Snarl,Draco Meteor,NA
10369,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Electroweb,Snarl,Dragon Pulse,Calyshadow Setup
10369,Amoonguss,Covert Cloak,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Clear Smog,Calyshadow Setup
10369,Comfey,Leftovers,Triage,Steel,Draining Kiss,Floral Healing,Protect,Tailwind,Calyshadow Setup
10369,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Knock Off,Flare Blitz,Parting Shot,Calyshadow Setup
10369,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Calyshadow Setup
10369,Calyrex-Shadow,Focus Sash,As One (Spectrier),Normal,Astral Barrage,Psychic,Nasty Plot,Protect,Calyshadow Setup
10370,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Calyshadow Psyspam
10370,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Fake Out,Wood Hammer,High Horsepower,Calyshadow Psyspam
10370,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Astral Barrage,Expanding Force,Nasty Plot,Protect,Calyshadow Psyspam
10370,Indeedee-F,Rocky Helmet,Psychic Surge,Grass,Follow Me,Dazzling Gleam,Imprison,Trick Room,Calyshadow Psyspam
10370,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Fake Out,Will-O-Wisp,Flare Blitz,Calyshadow Psyspam
10370,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Scary Face,Tailwind,Rain Dance,Calyshadow Psyspam
10371,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out,Calyshadow Offense
10371,Amoonguss,Sitrus Berry,Regenerator,Dark,Sludge Bomb,Protect,Spore,Rage Powder,Calyshadow Offense
10371,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Protect,Calyshadow Offense
10371,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect,Calyshadow Offense
10371,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Will-O-Wisp,Parting Shot,Fake Out,Calyshadow Offense
10371,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Astral Barrage,Psyshock,Protect,Nasty Plot,Calyshadow Offense
10372,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,MiraiMoona TR
10372,Iron Bundle,Focus Sash,Quark Drive,Ghost,Icy Wind,Protect,Freeze-Dry,Hydro Pump,MiraiMoona TR
10372,Farigiraf,Sitrus Berry,Armor Tail,Water,Helping Hand,Trick Room,Foul Play,Psychic,MiraiMoona TR
10372,Entei,Assault Vest,Inner Focus,Normal,Sacred Fire,Extreme Speed,Stomping Tantrum,Snarl,MiraiMoona TR
10372,Miraidon,Choice Specs,Hadron Engine,Fairy,Volt Switch,Draco Meteor,Electro Drift,Dazzling Gleam,MiraiMoona TR
10372,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect,MiraiMoona TR
10373,Tornadus,Focus Sash,Prankster,Ghost,Tailwind,Rain Dance,Hurricane,Protect,Kyogre Rain Offense
10373,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Ice Spinner,U-turn,Kyogre Rain Offense
10373,Landorus,Life Orb,Sheer Force,Steel,Sandsear Storm,Earth Power,Sludge Bomb,Protect,Kyogre Rain Offense
